,created_date,city_mapped,first_platform_c,first_utm_medium_c,first_utm_source_c,total_leads_droppped,referred_lead,1_on_1_industry_mentorship,call_us_button_clicked,career_assistance,career_coach,career_impact,careers,chat_clicked,companies,download_button_clicked,download_syllabus,emi_partner_click,emi_plans_clicked,fee_component_click,hiring_partners,homepage_upgrad_support_number_clicked,industry_projects_case_studies,live_chat_button_clicked,payment_amount_toggle_mover,placement_support,placement_support_banner_tab_clicked,program_structure,programme_curriculum,programme_faculty,request_callback_on_instant_customer_support_cta_clicked,shorts_entry_click,social_referral_click,specialisation_tab_clicked,specializations,specilization_click,syllabus,syllabus_expand,syllabus_submodule_expand,tab_career_assistance,tab_job_opportunities,tab_student_support,view_programs_page,whatsapp_chat_click
173,2022-01-22 14:17:52,,Level1,Level114,Level41,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2021-10-19 04:32:50,bengaluru,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2021-11-17 06:23:44,trivandrum,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022-01-14 14:11:10,bengaluru,Level0,Level18,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2021-10-09 08:25:26,nagpur,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2021-10-10 17:30:27,ncr,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2022-02-04 06:00:09,mumbai,Level10,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2021-10-03 15:58:16,mumbai,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2021-07-14 15:26:50,bemetara,Level10,Level11,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2022-02-03 17:23:16,indore,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2021-11-21 19:54:23,ahmedabad,Level3,Level60,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2021-10-18 10:08:18,indore,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2021-08-26 16:56:24,tarnaka,Level3,Level0,Level0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2021-09-18 15:51:27,ncr,Level18,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2021-07-14 17:25:17,kolkata,Level10,Level11,Level9,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2021-10-17 07:12:24,ncr,Level1,Level15,Level10,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2021-12-03 14:17:14,sheopur,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2021-09-18 18:44:08,kolkata,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2021-12-23 05:02:53,ncr,Level8,Level8,Level24,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2022-01-09 18:08:05,pune,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2021-09-22 07:22:15,karur,Level18,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2021-07-12 16:27:35,coimbatore,Level7,Level32,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2022-01-27 16:47:54,bengaluru,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2021-08-16 13:00:50,nagpur,Level0,Level11,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2021-11-12 17:14:59,visakhapatnam,Level2,Level38,Level19,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2022-02-02 16:02:55,mumbai,Level3,Level0,Level0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2021-09-10 17:31:26,salem,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2021-07-12 14:52:44,hyderabad,Level0,Level41,Level20,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2021-11-02 09:42:23,bengaluru,Level0,Level55,Level1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2021-09-13 16:59:32,hyderabad,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2022-01-22 14:15:53,najibabad,Level3,Level42,Level21,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2021-12-14 08:43:22,na,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2021-07-04 07:04:08,pune,Level0,Level11,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2022-01-27 09:34:04,hyderabad,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2021-08-22 09:04:14,ernakulam,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2021-09-08 20:31:07,mumbai,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2021-12-06 05:52:42,aizawl,Level10,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2021-08-10 06:13:22,ncr,Level24,Level151,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2021-12-23 13:55:16,palwal,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2021-12-12 13:49:51,chennai,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2021-09-30 14:25:38,ncr,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2021-08-25 16:18:56,,Level4,Level234,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2021-12-30 18:08:24,bhubaneswar,Level0,Level13,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2021-08-14 01:23:53,raipur,Level0,Level101,Level11,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2021-08-02 15:38:39,ncr,Level11,Level6,Level23,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2021-08-13 06:05:41,hyderabad,Level0,Level208,Level70,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2021-08-10 05:00:06,ncr,Level4,Level21,Level22,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2021-11-21 15:40:49,mumbai,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2021-07-27 09:13:48,pune,Level3,Level93,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2021-12-11 16:26:34,yamunanagar,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2021-12-02 15:10:39,bengaluru,Level3,Level83,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2021-10-30 17:03:11,dehradun,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2021-12-03 03:50:26,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2022-01-25 08:48:44,indore,Level11,Level21,Level13,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2021-08-18 14:41:06,pileru,Level8,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2021-11-26 19:03:17,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2021-12-10 04:40:23,mumbai,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2022-02-06 09:42:14,dhanbad,Level1,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2022-01-11 06:58:01,bengaluru,Level0,Level9,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2021-10-16 13:16:10,chandigarh,Level35,Level23,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2021-08-18 03:45:31,mumbai,Level2,Level235,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2021-12-04 13:59:27,erragadda,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2021-08-18 10:00:36,nagpur,Level0,Level432,Level32,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2021-12-25 09:59:27,lucknow,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2021-09-25 05:29:06,ahmedabad,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2022-01-10 14:35:26,nazira,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2021-10-09 14:06:31,mallampet,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2021-09-13 18:57:41,panjim,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2021-11-16 17:32:07,lucknow,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2021-10-04 14:45:56,nagaon,Level6,Level313,Level34,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2022-01-30 11:49:00,mumbai,Level2,Level24,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2021-12-14 05:59:58,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2022-01-25 09:27:10,tiruvannamalai,Level7,Level22,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2021-11-28 13:43:26,nan,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2021-09-04 06:28:59,chandigarh,Level10,Level129,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2021-07-12 13:55:16,jaipur,Level0,Level0,Level0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2021-11-09 15:11:08,ncr,Level2,Level38,Level19,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2021-09-06 15:25:51,mumbai,Level3,Level79,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2021-07-29 18:06:51,hyderabad,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2021-10-04 16:49:21,pune,Level0,Level107,Level46,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2021-09-02 05:16:49,mumbai,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2021-12-30 01:49:55,nagpur,Level21,Level51,Level0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2021-07-30 13:12:53,mumbai,Level10,Level383,Level11,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2022-01-19 04:40:05,hyderabad,Level1,Level407,Level18,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2022-01-03 13:52:58,vijayawada,Level24,Level63,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2021-12-28 08:27:52,ahmedabad,Level3,Level60,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2021-09-19 06:43:24,pune,Level11,Level314,Level16,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2022-01-17 10:47:16,,Level24,Level285,Level97,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2021-08-09 11:28:56,bengaluru,Level0,Level0,Level0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2021-08-10 12:04:48,chennai,Level0,Level11,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2021-11-28 02:17:45,hyderabad,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2021-11-19 15:25:10,surat,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2021-08-12 15:42:37,dehradun,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2021-10-28 16:24:46,karnataka,Level1,Level58,Level4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2021-07-21 05:53:34,bengaluru,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2022-01-17 00:45:54,ncr,Level3,Level42,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2022-01-06 05:33:46,surat,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2021-09-12 06:43:02,ludhiana,Level10,Level129,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2021-11-17 11:51:42,nan,Level0,Level76,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2021-11-19 18:02:23,bengaluru,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2022-01-08 11:36:30,ncr,Level11,Level21,Level13,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2021-12-18 14:04:52,chennai,Level0,Level13,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2021-10-16 06:21:49,lucknow,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2021-09-15 11:29:48,mumbai,Level2,Level38,Level19,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2021-08-04 01:50:54,ncr,Level0,Level8,Level24,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2022-02-12 16:02:43,ncr,Level14,Level355,Level52,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2021-07-27 16:10:50,shillong,Level3,Level60,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2022-01-25 06:33:45,hyderabad,Level2,Level2,Level2,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2021-08-24 16:33:51,patna,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2022-01-27 08:01:57,chennai,Level7,Level7,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2021-11-27 16:12:24,ahmedabad,Level2,Level28,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2022-01-30 04:53:06,ernakulam,Level10,Level46,Level25,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2022-01-16 08:38:37,ncr,Level7,Level7,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2021-08-23 17:37:12,coimbatore,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2021-08-10 12:54:41,mumbai,Level11,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2021-10-03 15:50:43,chennai,Level4,Level15,Level10,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2021-10-28 18:25:43,bengaluru,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2021-11-12 05:07:13,pune,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2022-01-02 15:24:42,mysuru,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2021-10-25 17:06:19,chikodi,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2021-09-01 09:19:55,ncr,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2021-11-26 08:02:44,bhubaneswar,Level0,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2021-08-14 05:12:29,bengaluru,Level10,Level11,Level9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2022-01-04 04:21:23,indore,Level3,Level143,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2021-12-02 14:39:49,bhubaneswar,Level0,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2022-01-15 20:21:09,mohali,Level16,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2021-11-11 07:17:41,lucknow,Level1,Level1,Level1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2021-11-30 15:26:16,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2021-08-17 15:06:21,,Level4,Level30,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2021-11-19 05:45:11,bhopal,Level0,Level4,Level2,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2021-09-06 07:36:00,anantapur,Level10,Level129,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2021-12-19 03:10:07,tanakpur,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2022-01-02 08:45:57,ncr,Level0,Level8,Level7,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2021-11-06 17:48:58,bengaluru,Level14,Level0,Level0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2021-10-15 13:41:26,mumbai,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2021-11-10 08:57:23,ncr,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2021-07-26 16:29:05,ludhiana,Level4,Level45,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2021-10-27 15:37:28,ncr,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2021-08-11 07:14:47,ncr,Level10,Level129,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2022-02-03 14:41:05,bengaluru,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2021-12-25 07:20:31,lucknow,Level2,Level28,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2021-08-07 07:35:17,ahmedabad,Level21,Level51,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2022-01-20 06:10:45,mumbai,Level1,Level115,Level22,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2021-07-22 12:37:11,,Level11,Level6,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2021-08-05 11:38:09,jaipur,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2022-01-11 11:35:14,indore,Level0,Level27,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2021-07-28 16:35:50,ncr,Level8,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2022-01-26 07:21:22,mumbai,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2022-01-08 04:00:27,lucknow,Level3,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2021-08-05 08:27:28,ahmedabad,Level3,Level54,Level21,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2021-10-19 05:43:57,ncr,Level3,Level0,Level0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2021-09-03 18:05:05,pathankot,Level7,Level14,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2021-07-05 14:38:43,ranchi,Level22,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2022-01-07 04:50:42,ncr,Level3,Level60,Level21,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2021-08-18 14:51:33,,Level4,Level211,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2022-01-12 05:49:38,modasa,Level10,Level41,Level20,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2021-08-27 17:29:03,jodhpur,Level7,Level23,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2021-08-12 07:35:49,mumbai,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2021-10-19 06:52:00,amritsar,Level0,Level40,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2021-10-26 16:42:21,goa other,Level7,Level7,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2021-08-25 03:25:33,mumbai,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2021-07-25 08:29:10,bengaluru,Level0,Level40,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2022-02-02 09:06:38,bengaluru,Level14,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2021-09-24 10:33:59,hyderabad,Level5,Level11,Level9,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2021-08-26 16:31:05,calcutta,Level7,Level66,Level6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2021-12-09 08:58:42,indore,Level0,Level18,Level9,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2022-01-01 14:58:12,chennai,Level8,Level8,Level24,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2022-01-03 06:50:09,ncr,Level11,Level31,Level16,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2021-08-09 17:07:06,haridwar,Level4,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2021-12-09 16:16:43,hisar,Level1,Level140,Level57,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2021-11-24 05:39:13,ahmedabad,Level2,Level8,Level7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2022-01-18 07:45:03,mumbai,Level10,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2021-11-13 15:17:06,madhya pradesh,Level1,Level15,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2022-01-25 06:13:52,chennai,Level0,Level0,Level0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2021-07-16 16:24:13,,Level4,Level230,Level10,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2021-09-15 09:57:44,patna,Level0,Level4,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2022-01-18 03:22:16,hyderabad,Level2,Level2,Level2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
